YEAR,MONTH,DAY,PRIMARY_MAGNITUDE,COUNTRY,LATITUDE,LONGITUDE,INTENSITY_SOLOVIEV
-2000,,,,SYRIA,35.683,35.8,6
-1610,,,,GREECE,36.4,25.4,6
-1365,,,,SYRIA,35.683,35.8,6
-1300,,,6,TURKEY,39.96,26.24,5
-760,,,,ISRAEL,,,3
-590,,,,LEBANON,33.27,35.22,6
-525,,,,LEBANON,33.56,35.37,3
-480,9,29,,GREECE,37.9,23.5,
-479,,,7,GREECE,39.7,23.3,3
-426,6,,7.1,GREECE,38.9,22.7,5
-373,,,7.3,GREECE,38.25,22.25,5
-330,,,7,GREECE,40,25,
-326,11,,,INDIA,23,71,
-227,,,7.2,GREECE,36.3,28.3,3
-226,,,,GREECE,38.6,23.3,
-223,10,,,GREECE,38.809,22.784,
-218,,,,SPAIN,36.2,-7.17,
-210,,,,PORTUGAL,36,-10.5,
-198,,,,GREECE,36.404,25.396,
-150,,,,SRI LANKA,,,
-138,,,,ISRAEL,,,3
-60,,,6.7,PORTUGAL,36,-10,
-58,,,6.6,ALBANIA,41.3,19.5,3
-50,,,5.5,GEORGIA,43,41,
-50,,,,BULGARIA,43.5,28.5,
-47,9,,,CHINA,37.5,119.5,
-23,,,,EGYPT,,,3
46,,,6.2,GREECE,36.404,25.396,3
62,,,6.9,GREECE,35.2,25.1,3
76,6,20,6.3,CYPRUS,34.8,32,4
79,8,24,,ITALY,40.821,14.426,4
115,12,13,7.5,TURKEY,36.1,36.1,
120,,,7.2,TURKEY,40.77,29.92,2
123,,,6.3,SOUTH KOREA,35.8,129.2,
142,,,7,GREECE,36.7,28,4
173,6,28,,CHINA,37.5,120,1
177,,,,ITALY,38,15,6
258,,,,ITALY,41.9,12.45,4
262,,,,TURKEY,36.6,30,4
315,,,,DEAD SEA,31.7,35.5,3
342,,,,CYPRUS ISLAND,,,
344,,,,TURKEY,40.3,26.5,
346,,,6.8,ALBANIA,41.4,19.4,
348,,,4.1,TURKEY,33.9,35.5,3
358,8,24,,TURKEY,40.77,29.9,
362,5,24,,JORDAN,31.3,35.6,3
365,7,21,8,GREECE,35,23,4
368,,,6.4,TURKEY,40.5,29.6,
382,,,,PORTUGAL,36,-10.83,
407,4,1,6.6,TURKEY,41,29,4
416,,,,INDONESIA,-6.102,105.423,3.5
426,,,,GREECE,,,
447,1,26,7.3,TURKEY,40.9,28.5,4
450,1,26,7,TURKEY,40.4,28.4,
478,9,25,,TURKEY,40.8,29.2,
543,,,6.8,TURKEY,40.3,27.8,4
551,4,,7.1,GREECE,38.4,22.3,4
551,7,7,,GREECE,38.4,22.3,
551,7,9,7.8,TURKEY,40.8,29.9,3
552,5,,7.2,GREECE,38.4,22.4,
554,8,15,7,GREECE,36.5,27.5,4
555,8,15,,GREECE,41,29.5,
557,,,7,TURKEY,40.9,27.6,3
558,12,14,7,TURKEY,40.9,28.8,
558,,,7,GREECE,37.1,27.7,6
684,11,29,8.4,JAPAN,32.5,134,1
701,5,12,7,JAPAN,35.7,135.4,1
704,8,2,7,JAPAN,33.8,136.7,2
740,10,26,7.3,TURKEY,40.7,29.3,3
744,6,30,6.4,JAPAN,32.4,130.5,2
745,6,9,6.5,JAPAN,34.6,135.3,1
746,1,18,4.9,SYRIA,32,35.5,3
765,7,,,JAPAN,,,
766,7,20,6.5,JAPAN,31.6,130.7,1.5
792,4,30,,ITALY,45.5,11,3
799,9,18,,JAPAN,,,1
800,,,,GREECE,36.2,23.2,
803,12,19,,TURKEY,36.95,35.6,3
818,8,,7.9,JAPAN,35.2,139.3,1
842,10,24,,UK,49.5,-2.5,
850,11,27,7,JAPAN,39,139.9,1
855,6,,,JAPAN,,,1
859,,,,TURKEY,36.08,36.25,3
863,7,10,7,JAPAN,37.1,138,2
869,7,13,8.6,JAPAN,38.5,143.8,4
881,4,8,,ISRAEL,,,
881,6,10,,SPAIN,36,-8,
887,8,2,6.5,JAPAN,37.5,138.1,1
887,8,26,8.6,JAPAN,33,135.3,3
900,,,,INDIA,10.46,79.53,
922,,,7,JAPAN,33.8,136.7,1
957,4,4,,IRAN,,,3
963,7,22,,ITALY,38,15,5
975,10,26,,TURKEY,41.04,28.98,3
986,10,26,7.5,TURKEY,40.8,29.2,4
991,4,5,,SYRIA,,,
1008,4,11,6.5,IRAN,27.665,52.348,
1026,6,16,7.5,JAPAN,34.8,131.8,3
1033,12,5,,SYRIA,33,35,4
1039,2,2,6.8,TURKEY,38.4,27.3,
1050,,,,GREECE,36.404,25.396,
1065,9,23,,TURKEY,,,
1068,3,18,,ISRAEL,29.5,34.95,4
1076,10,31,,CHINA,23,117,1
1088,5,13,,JAPAN,39.64,141.96,1.5
1088,6,10,7,JAPAN,40.5,143,1.5
1092,9,13,,JAPAN,,,2
1096,12,17,8.4,JAPAN,34,137.5,2
1099,2,22,8.4,JAPAN,33,135.5,
1099,11,11,,UK,50.116,-5.483,
1106,3,,,ITALY,45.5,12.3,3
1112,6,20,,ITALY,40.85,14.25,2
1114,3,12,7,ITALY,36.5,36,3
1134,10,1,,NORTH SEA,,,
1169,2,4,7,ITALY,37.3,15.03,4
1169,2,11,,ITALY,37.734,15.004,
1172,,,,ITALY,38,15,
1202,5,20,7.6,SYRIA,33.5,36,5
1222,5,,6.6,CYPRUS ISLAND,34.5,33,4
1231,3,11,6.9,TURKEY,41,28.6,3
1241,5,22,7,JAPAN,35.2,139.4,1
1257,10,9,7.5,JAPAN,39,144,2
1257,10,9,7,JAPAN,35.2,139.5,1
1265,8,11,6.6,TURKEY,40.7,27.4,3
1270,3,,,GREECE,41.3,19.5,3
1273,9,,6.5,ALBANIA,41.3,19.7,3
1293,5,27,7.1,JAPAN,35.2,139.4,1
1303,8,8,8,GREECE,34,26,4
1321,,,,ITALY,45.4,12.3,3
1329,6,28,,ITALY,37.734,15.004,3
1331,8,15,7,JAPAN,33.7,135.2,
1332,2,12,6.8,TURKEY,40.9,28.9,3
1341,1,1,6,UKRAINE,44.3,34.3,
1341,10,31,7,JAPAN,41,139.5,2.5
1343,10,18,7,TURKEY,41,28.1,4
1343,10,20,,TURKEY,41,28.1,4
1343,11,25,,ITALY,,,4
1344,10,14,6.9,TURKEY,40.8,28.8,5
1348,1,25,,ITALY,46.6,13.8,3
1360,11,22,7,JAPAN,33.4,136.2,2
1361,8,3,8.4,JAPAN,33,135,3
1365,1,2,,ALGERIA,36.8,3,
1389,3,20,6.8,GREECE,38.4,26.3,3
1402,6,,7,GREECE,38.11,22.41,5
1402,,,,SYRIA,35,37,
1403,11,16,,GREECE,,,3
1403,12,,7,JAPAN,33.7,136.5,1
1406,10,16,6.2,JAPAN,34.4,138.4,1
1407,8,23,,NORTH KOREA,38,125.7,0
1408,1,21,7,JAPAN,33.8,136.9,1
1408,12,20,,TURKEY,36.2,36.1,
1419,5,25,,TURKEY,,,
1420,9,6,,JAPAN,,,1
1433,11,7,7.1,JAPAN,34.9,139.5,1
1434,8,6,,SOUTH KOREA,37.5,126,0.5
1437,11,28,,GREECE,40,26.1,
1448,9,19,7,JAPAN,37.5,138.2,2
1456,12,4,,ITALY,41.3,14.7,4
1481,5,3,7.1,GREECE,36,28,3
1481,10,3,,GREECE,36,28,
1489,,,,TURKEY,,,3
1494,7,1,7.2,GREECE,35.5,25.5,2
1495,9,12,7.1,JAPAN,35.1,139.5,2
1498,7,9,6.4,JAPAN,34.4,137.7,
1498,8,2,,VENEZUELA,9.9,-62.3,
1498,9,20,7.5,JAPAN,33.5,135.2,
1498,9,20,8.3,JAPAN,34,138.1,4
1500,7,10,,JAPAN,,,
1500,,,,USA,,,
1504,4,5,,PORTUGAL,,,
1508,5,29,7.1,GREECE,35,25.5,3
1509,6,17,,CHINA,31.5,121.5,0
1509,9,10,7.7,TURKEY,40.8,28.1,3
1510,9,21,6.7,JAPAN,34.6,135.4,1
1510,10,10,,JAPAN,34.5,137.6,1
1511,3,26,6.5,ITALY,46.2,13.433,3
1512,10,,,JAPAN,,,1.5
1513,,,8.7,PERU,-17.2,-72.3,3
1519,9,24,,SOUTH KOREA,36.3,126,0
1520,4,4,7,JAPAN,33.6,136.3,1
1521,10,,,JAPAN,,,
1522,10,22,,PORTUGAL,,,
1524,,,,INDIA,17,73.2,
1530,9,1,,VENEZUELA,10.7,-64.1,
1531,1,26,7.7,PORTUGAL,38.7,-9.1,
1531,1,,4.8,CHINA,30.7,117.5,
1534,,,,ISRAEL,,,3
1537,,,,MEXICO,,,
1538,9,26,,ITALY,40.8,14.2,4
1539,11,24,,HONDURAS,16.2,-88.5,
1540,,,,USA,59.37,-153.42,
1541,12,25,,VENEZUELA,10.8,-64.2,
1542,12,10,6.6,ITALY,37.07,15.3,
1543,9,1,,VENEZUELA,10.7,-64.1,
1545,2,7,,JAPAN,34.8,139,
1546,1,14,6.5,ISRAEL,32,35.5,3
1556,10,21,,SOUTH KOREA,37,126,0.5
1562,7,25,,JAPAN,32.5,130.6,
1562,10,20,,ITALY,40.5,15.5,4
1562,10,28,8,CHILE,-38.7,-73.5,3.5
1564,7,20,5.8,FRANCE,44.017,7.283,4
1570,2,8,8.3,CHILE,-36.75,-73,3
1570,,,,GREECE,,,
1571,5,20,,JAPAN,,,1
1571,7,17,,TURKEY,,,3
1571,11,1,,HOLLAND,,,
1575,12,16,8.5,CHILE,-39.8,-73.2,2.5
1580,1,,,NORTH KOREA,40,128,1
1580,4,6,6.2,UK,51.019,1.309,
1582,1,22,8.2,PERU,-16.6,-71.6,
1584,3,17,8.4,PERU,-11.8,-77.8,
1585,6,11,,JAPAN,,,0.5
1586,1,18,8.2,JAPAN,35,136.8,1
1586,7,10,8.5,PERU,-12.3,-77.7,3.5
1587,7,9,,PERU,-5.3,-80.5,
1589,3,21,6.7,JAPAN,34.8,138.2,1
1590,,,7.7,PERU,-17.2,-72.9,1.5
1591,7,26,,PORTUGAL,37.783,-25.5,
1594,,,,ITALY,40.8,14.4,5
1596,9,4,6.9,JAPAN,33.3,131.7,2
1597,9,10,6.4,JAPAN,33.3,131.6,1
1601,9,8,6.2,SWITZERLAND,46.8,8.5,
1601,,,,GREECE,35.5,25.5,
1602,2,8,7.2,JAPAN,35.1,140.5,1
1603,,,,JAPAN,,,1
1604,11,24,8.5,PERU,-17.88,-70.94,3.5
1604,12,29,8,CHINA,25,119.5,
1604,,,,GREECE,35.5,25.5,
1605,2,3,7.9,JAPAN,33.5,138.5,
1605,2,3,7.9,JAPAN,33,134.9,3
1606,1,23,,JAPAN,31.9,140,
1607,1,30,,UK,51.5,-2.7,
1608,4,20,7.6,IRAN,36.4,50.5,
1608,7,1,,INDONESIA,0.8,127.325,1.5
1609,1,19,,UK,51.5,0.466,
1609,4,,7.2,GREECE,36.4,28.4,4
1611,12,2,8.1,JAPAN,39,144.5,4
1612,11,8,6.7,GREECE,35.5,25.5,4
1613,8,25,5.6,ITALY,38.117,14.783,4
1614,11,26,7.7,JAPAN,37.5,138,1
1615,6,5,5.7,UKRAINE,44.9,35.5,2
1615,9,16,7.5,CHILE,-18.5,-70.35,1.5
1616,9,9,7,JAPAN,38.1,142,1
1616,12,6,7.5,JAPAN,39,144.5,1
1619,5,1,6.4,JAPAN,32.5,130.6,
1622,5,5,6.6,GREECE,37.6,21,
1624,3,19,,ITALY,44.6,11.8,3
1627,7,30,6.7,ITALY,41.733,15.35,5
1627,9,14,8,PHILIPPINES,18.4,121.6,3.5
1629,2,27,,GREECE,35,,
1629,3,7,,GREECE,,,
1629,3,9,7,GREECE,36,25,3
1629,8,1,,INDONESIA,-4.6,129.9,3
1630,3,9,,GREECE,,,
1630,,,,INDONESIA,-4.6,129.9,
1631,12,17,,ITALY,40.821,14.426,5
1633,3,1,7.1,JAPAN,35.2,139.2,1
1633,5,14,,CHILE,-41.8,-73.8,1.5
1633,11,5,6.9,GREECE,37.6,21,3
1634,3,,5.5,CHINA,30.7,115.1,
1636,7,31,,EAST CHINA SEA,35.1,129.05,0
1636,9,30,7.2,GREECE,38.1,20.3,3
1638,3,27,7,ITALY,39.033,16.283,5
1638,,,,PHILIPPINES,,,
1640,4,4,,GERMANY,50.8,5.7,
1640,7,31,6.5,JAPAN,42.07,140.68,1
1640,9,16,,CHINA,23,117,2
1641,12,21,,PORTUGAL,38.4,-28.1,
1642,9,4,6.7,JAPAN,35.2,140.6,1
1643,7,25,6.5,SOUTH KOREA,35.5,129.5,1
1644,10,18,6.9,JAPAN,39.4,140.1,1
1645,11,30,8,PHILIPPINES,14.4,121,
1646,4,5,5.2,ITALY,43.55,10.317,3
1646,4,5,,TURKEY,41.04,28.98,4
1646,6,9,7.6,JAPAN,37.7,141.7,
1647,5,7,,PERU,-15.5,-75,2
1648,2,29,,INDONESIA,,,
1649,1,,5,ITALY,38.183,15.55,5
1649,7,30,,JAPAN,,,
1649,12,9,6.5,SOUTH KOREA,35.5,126,1
1650,9,29,6.3,GREECE,36.404,25.396,6
1650,12,13,,JAPAN,,,1
1651,,,,PERU,,,0.5
1652,,,,ICELAND,,,
1653,7,,,PHILIPPINES,13.1,121.6,1
1653,,,,PORTUGAL,38.4,-27.1,
1655,11,13,7.7,PERU,-12.3,-77.6,
1657,3,15,8,CHILE,-36.83,-73.03,2.5
1657,7,9,,CHILE,-33.5,-70.7,
1657,12,,,JAPAN,,,1
1657,12,,,INDONESIA,-3,128,1
1659,2,17,7.4,GREECE,41,27.8,
1659,11,11,,INDONESIA,-6.92,129.125,0
1660,,,,PAPUA NEW GUINEA,-5.358,147.12,
1661,1,8,6,TAIWAN,23,120.1,1.5
1661,4,22,,ITALY,,,3
1662,10,20,,JAPAN,,,2
1662,10,30,7.6,JAPAN,31.7,132,2.5
1664,,,,JAPAN,27.85,128.25,1
1666,5,31,6.4,JAPAN,35,136.8,1
1667,4,6,7.2,CROATIA,42.6,18.1,4
1667,11,30,6.6,TURKEY,38.4,27.1,2
1667,,,6.7,JAPAN,25,125.5,1
1668,4,13,,USA,42.35,-71.05,
1668,7,10,6.6,TURKEY,38.4,27.1,2
1668,7,25,8.5,CHINA,35.3,118.6,
1668,7,31,6.4,NORTH KOREA,38,126,1.5
1668,11,23,,PORTUGAL,38.5,-28.1,
1670,8,19,6.8,CHINA,33,122.5,1.5
1670,9,,,JAPAN,,,
1670,12,17,6.4,JAPAN,35.5,141,1
1671,2,27,6.9,JAPAN,33.4,134.7,
1672,2,14,6.8,GREECE,,,
1672,4,14,5.6,ITALY,43.933,12.583,3
1672,4,,6.5,GREECE,40,26,
1672,,,,GREECE,36.5,25.5,1
1673,5,20,,INDONESIA,1.375,127.52,
1673,7,12,,INDONESIA,-3,128,
1673,8,12,,INDONESIA,1.375,127.52,1
1674,2,17,6.8,INDONESIA,-3.75,127.75,1.5
1674,5,6,6,INDONESIA,-3.7,128.2,0
1675,3,,,PHILIPPINES,13,121,1
1676,11,,,JAPAN,,,1.5
1676,,,,PORTUGAL,38.733,-27.066,1
1677,4,13,8.1,JAPAN,40,144,2
1677,11,4,7.4,JAPAN,35,141.5,3
1677,12,7,,PHILIPPINES,14.5,120.5,1
1678,6,18,8.4,PERU,-9,-79,2.5
1680,8,29,,JAPAN,,,2
1680,9,28,,JAPAN,34.6,137.6,2
1680,10,9,,SPAIN,36.5,-3.6,3
1681,2,10,,GREECE,35.6,24,
1681,3,10,7.5,CHILE,-18.5,-70.35,
1681,6,12,,SOUTH KOREA,37.5,129.5,
1681,6,26,,SOUTH KOREA,37.5,129.5,
1681,12,11,,INDONESIA,,,
1682,8,,,ITALY,,,3
1682,10,19,,PERU,,,
1682,12,,,CHINA,,,
1686,,,,CHILE,,,
1687,7,12,7.5,CHILE,-32.8,-70.7,
1687,7,26,,JAPAN,,,0
1687,10,20,8.5,PERU,-13.5,-76.5,3.5
1688,3,1,,JAMAICA,17.6,-76.5,
1688,7,10,7,TURKEY,38.4,26.9,2
1689,,,,JAPAN,,,1
1690,2,3,7.7,ITALY,,,3
1690,4,16,8,ANTIGUA AND BARBUDA,17.5,-61.5,
1690,,,,PERU,,,
1690,,,,INDONESIA,,,
1691,7,26,,PORTUGAL,,,
1692,6,7,7.7,JAMAICA,17.8,-76.7,
1693,1,9,6,ITALY,37.333,15.167,2
1693,1,11,7.4,ITALY,37.133,15.017,4
1693,2,13,,ICELAND,64,-19.683,
1694,4,,5.5,TAIWAN,25,121.5,
1694,9,8,,ITALY,40.8,15.6,3
1696,7,25,,JAPAN,,,1
1696,11,25,,JAPAN,,,2
1698,5,14,,ITALY,40.821,14.426,3
1698,12,22,6.4,JAPAN,33.3,131.7,
1699,1,,,ITALY,37.15,15.1,4
1699,3,,,JAPAN,,,
1699,9,8,,JAPAN,,,1
1700,1,27,9,USA,45,-125,
1700,4,1,,JAPAN,32.7,129.7,2
1700,4,16,7,JAPAN,34.2,129.3,
1700,9,12,6.5,SOUTH KOREA,36.5,126.5,1
1703,2,2,6.7,ITALY,42.467,13.2,3
1703,7,2,3.2,ITALY,44.4,8.917,3
1703,12,30,8.2,JAPAN,34.7,139.8,3
1704,1,,,JAPAN,34.8,138.6,
1704,,,,JAPAN,33.6,136,1
1705,11,26,,CHILE,-18.6,-70.2,3
1706,5,5,,SPAIN,28.271,-16.641,
1707,5,,,GREECE,,,
1707,7,20,,ITALY,,,3
1707,10,28,8.4,JAPAN,34.1,137.8,
1707,10,28,8.4,JAPAN,33.2,134.8,4
1708,2,13,7,JAPAN,34,137,1
1708,11,28,,INDONESIA,-3.69,128.15,2
1710,3,6,,INDONESIA,-4.53,129.9,1.5
1710,4,16,5.5,CHINA,27.8,111.6,
1711,9,5,7,INDONESIA,-4,129,1.5
1711,12,20,6.7,JAPAN,34.3,134,1
1714,6,30,,ITALY,40.821,14.426,3
1714,8,4,,MYANMAR (BURMA),21.85,95.967,
1715,8,23,7.5,PERU,-17.3,-70.8,
1715,12,29,6.6,JAPAN,33.3,131.7,
1716,9,24,,PHILIPPINES,14.002,120.993,
1716,,,,JAPAN,34.73,139.4,
1718,10,5,,JAPAN,,,
1719,,,,ITALY,,,2
1721,3,24,,SPAIN,,,
1721,,,,TAIWAN,23,120.2,
1722,9,24,,JAPAN,,,1.5
1722,10,,,INDONESIA,-6.174,106.829,0
1722,12,27,,PORTUGAL,37.2,-7.6,
1723,2,18,7,GREECE,38.5,20.5,3
1723,3,28,,ITALY,,,3
1724,,,,PERU,,,
1725,3,27,,PERU,-16.6,-72.7,1.5
1726,4,1,6.6,JAPAN,36.3,136,1
1726,9,1,5.8,ITALY,38.117,13.35,3
1726,,,,VENEZUELA,10.633,-64.3,
1727,7,4,5.2,ITALY,37.5,13,3
1730,3,23,,ITALY,,,2
1730,7,8,8.7,CHILE,-32.5,-71.5,3.5
1730,11,10,7.6,JAPAN,36.2,142.2,
1731,1,8,,NORWAY,62.333,6.967,6
1731,3,20,,ITALY,41.51,15.5,4
1731,10,7,6.6,JAPAN,,,
1732,2,25,,MEXICO,16.8,-99.9,1.5
1732,11,,,GREECE,39.5,20,2
1732,12,4,6.5,JAPAN,35.2,140.8,1
1732,,,,JAPAN,33.1,139.767,
1735,12,27,,PHILIPPINES,15.8,121.7,1.5
1737,10,11,,INDIA,,,
1737,10,16,,RUSSIA,51.1,158,4
1737,12,17,7.5,RUSSIA,50,157,
1737,12,24,8,CHILE,-43,-74,
1738,7,19,6.5,GREECE,36.8,24.4,3
1741,1,31,7.3,GREECE,36.2,28.5,4
1741,8,29,6.9,JAPAN,41.5,139.37,2.5
1742,1,16,,ITALY,43.5,10.2,3
1742,2,21,,GREECE,,,
1742,3,23,,CHILE,-36.8,-73,
1742,11,18,7,RUSSIA,51.5,157,1.5
1742,11,19,,ITALY,,,
1743,2,20,6.9,ITALY,39,20.3,
1744,,,,PHILIPPINES,17,121,1
1746,10,29,8,PERU,-11.996,-77.198,3.5
1746,12,26,,PORTUGAL,,,
1747,3,,,JAPAN,33.1,139.8,0.5
1747,,,,PHILIPPINES,13.6,123.2,
1748,5,14,6.8,GREECE,38.3,22.1,3
1749,8,12,,PHILIPPINES,14.002,120.993,
1750,10,,,BULGARIA,42.1,24.8,
1750,12,17,,CROATIA,46,12.25,3
1750,,,,MYANMAR (BURMA),18.8,93.633,4
1750,,,,VENEZUELA,10.7,-64.1,
1751,5,20,6.6,JAPAN,37.2,138.1,1
1751,5,25,8.5,CHILE,-37,-73,3.5
1751,7,24,,JAPAN,,,0.5
1751,9,15,7.3,HAITI,18.5,-72.3,
1751,10,18,7.3,DOMINICAN REPUBLIC,18.5,-70.7,
1751,11,21,,ITALY,43.8,9,3
1751,11,21,,HAITI,18.5,-72.3,
1752,4,28,,PORTUGAL,40.4,-8.7,
1752,7,21,7,SYRIA,,,3
1754,4,,6,TAIWAN,25.3,121.4,0.5
1754,8,18,6.5,INDONESIA,-3.5,128.5,0
1754,9,1,,MEXICO,16.8,-99.2,2
1754,9,2,7.2,TURKEY,40.6,30,
1754,9,7,,INDONESIA,-3.5,128.5,0
1754,9,16,,TURKEY,,,
1754,11,15,,PHILIPPINES,14.002,120.993,
1755,10,4,,USA,43.5,-78,
1755,11,1,8.5,PORTUGAL,37,-10,
1755,11,2,,PORTUGAL,37,-10,
1755,11,5,,UK,54.68,-1.21,
1755,11,16,,SPAIN,,,
1755,11,18,,USA,42.7,-70.3,
1755,12,21,,PORTUGAL,37,-10,
1756,1,31,,SPAIN,,,
1756,2,27,,UK,51.208,-4.122,
1756,2,,,NORWAY,62.767,7.9,6
1756,3,29,,PORTUGAL,38.7,-9.1,
1756,10,22,7,ITALY,37.7,22.8,4
1757,7,9,,PORTUGAL,38.65,-28.08,
1757,7,15,,UK,49.92,-6.32,
1757,8,24,7.5,INDONESIA,-6,107,-0.5
1758,5,,,GREECE,,,
1759,10,30,,ISRAEL,33,35.5,4
1760,1,21,,GERMANY,,,
1760,6,16,,ITALY,,,3
1761,3,31,8.5,PORTUGAL,34.5,-13,2
1761,7,28,,UK,50.033,-5.417,
1761,8,14,,UK,49.465,-2.585,
1762,4,2,,BANGLADESH,22,92,
1762,5,26,,NORWAY,60.383,5.333,
1762,9,27,,UK,51.5,0.1,
1762,10,31,6.6,JAPAN,38.1,138.7,1
1763,1,29,7.4,JAPAN,40.8,142,2
1763,3,11,7.8,JAPAN,41,142.5,1
1763,3,15,7.1,JAPAN,40.7,142,1
1763,9,12,,INDONESIA,-6,130,2.5
1763,9,18,,UK,50.6,-2.466,
1764,2,11,,UK,51.45,-2.583,
1764,12,26,,PORTUGAL,38.7,-9.2,
1765,5,,,CHINA,23.12,113.25,2
1765,7,23,,SWEDEN,65.2,21.3,
1765,,,,CHILE,-33.05,-71.617,2
1766,3,8,6.9,JAPAN,40.9,140.7,1
1766,5,22,6.5,TURKEY,40.8,29,2
1766,6,12,6.8,CUBA,19.9,-76.1,
1766,10,21,7.5,VENEZUELA,10.47,-64.17,
1767,4,24,,MARTINIQUE (FRENCH TERRITORY),14.4,-61,
1767,9,5,,IRELAND,,,
1767,11,22,,CHINA,22.2,113.55,2
1767,11,28,,UK,51.5,-0.08,
1767,,,,USA TERRITORY,14,143.3,
1768,6,22,7.5,PAPUA NEW GUINEA,-4.85,152.8,1
1768,7,22,6.5,JAPAN,26.2,127.5,1
1769,6,3,,HAITI,18.5,-72.3,
1769,8,29,7.4,JAPAN,32.3,132,1
1769,,,6.5,GREECE,38.4,12.2,
1770,6,3,,HAITI,18.5,-72.3,
1770,12,,,PHILIPPINES,14.6,120.98,0
1770,,,7,INDONESIA,-5,102,0.5
1771,4,24,7.4,JAPAN,24,124.3,3
1771,11,9,,INDONESIA,0.8,127.325,0.5
1772,11,24,,GREECE,38.8,26.7,
1773,5,6,,MOROCCO,35.8,-5.83,5
1773,6,3,,GUATEMALA,14.6,-90.7,
1773,,,,INDONESIA,,,
1774,7,24,,ITALY,,,3
1774,9,24,,,,,
1774,9,,,CANADA,,,
1775,2,11,,CUBA,19.9,-76,
1775,3,,,HAITI,19,-72.3,
1775,4,18,,INDONESIA,-3.7,128.2,0
1775,10,22,,FRANCE,,,
1775,10,,,JAPAN,,,1
1775,12,18,,HAITI,19,-72.4,
1777,11,14,,SWEDEN,62.366,17.333,
1778,3,4,,BALTIC SEA,,,
1778,6,16,,GREECE,,,3
1778,7,,,JAPAN,,,0
1780,6,18,,RUSSIA,,,
1780,6,29,7.5,RUSSIA,45.3,151.2,3
1780,9,9,,JAPAN,31.6,130.7,1
1780,10,3,,JAMAICA,18.2,-78.1,
1780,10,31,,JAPAN,31.6,130.7,1
1781,4,11,,JAPAN,31.58,130.67,1
1781,4,,,TAIWAN,24,121,
1781,8,1,,JAMAICA,18.1,-77.3,
1781,10,2,,JAMAICA,,,
1782,5,22,7,TAIWAN,24.5,120.5,2.5
1782,8,22,7.3,JAPAN,35.1,139.7,1
1783,2,5,,ITALY,38.9,17.1,3
1783,2,5,6.9,ITALY,38.3,15.967,4
1783,2,6,5.9,ITALY,38.217,15.633,
1783,2,7,6.6,ITALY,38.583,16.2,
1783,3,1,5.9,ITALY,38.767,16.3,3
1783,3,24,,ITALY,38.25,15.717,
1783,3,28,6.9,ITALY,38.783,16.467,
1784,1,7,4.1,ITALY,38.317,16.4,5
1784,1,9,,ITALY,,,3
1784,1,19,4.1,ITALY,38.167,15.633,3
1784,3,28,,MEXICO,16.9,-99.9,
1784,5,13,8,PERU,-16.5,-72,
1787,3,28,8.3,MEXICO,16.5,-98.5,2.5
1787,4,3,7.3,MEXICO,15.5,-97,1
1787,10,27,,JAMAICA,18.47,-77.92,
1787,,,,PORTUGAL,38.5,-28,
1788,7,8,,IRISH SEA,,,
1788,7,21,8,USA,57,-153,4
1788,8,6,8,USA,55,-161,4
1789,,,,JAPAN,38,141,
1790,9,11,,USA,,,
1790,10,9,,ALGERIA,35.7,-0.6,4
1791,4,15,6.8,RUSSIA,56,163,
1791,5,13,,JAPAN,32.8,130.3,2.5
1791,9,13,6.5,JAPAN,34.5,135.4,1
1791,11,2,7,GREECE,37.8,21,3
1792,1,23,,PORTUGAL,39,-28,
1792,5,21,6.4,JAPAN,32.75,130.3,3
1792,5,21,,HOLLAND,52.37,4.53,
1792,6,13,6.9,JAPAN,43.5,140.6,1
1792,8,9,6,TAIWAN,23.6,120.5,
1792,8,22,8.4,RUSSIA,54,162,2
1792,8,29,,JAPAN,34.5,136.7,0
1792,,,,USA,57,-152,1
1793,2,8,6.9,JAPAN,40.85,139.95,2
1793,2,17,8.3,JAPAN,38.5,144,2
1793,7,17,,UK,50.363,-4.142,
1794,6,11,5.5,GREECE,38.3,22.3,
1795,,,,TRINIDAD AND TOBAGO,10.7,-61.7,
1796,5,29,,USA,54,-167,
1796,11,5,,PHILIPPINES,16,119.5,
1797,2,10,8,INDONESIA,0.001,99,3
1797,11,21,,JAPAN,31.6,130.7,
1798,2,22,,COSTA RICA,10.2,-82.9,
1798,12,17,,FRANCE,43.566,4.183,
1799,1,7,,ICELAND,63.92,-22.695,
1799,6,29,6.4,JAPAN,36.6,136.6,1
1799,,,,INDONESIA,-2,101,1
1799,,,,PERU,-12,-77,1
1800,6,2,,PORTUGAL,,,
1802,1,4,,CROATIA,45.3,14.4,3
1802,3,19,,ANTIGUA AND BARBUDA,17.2,-62.4,
1802,8,10,,UK,,,
1802,8,15,,VENEZUELA,10.3,-64.5,
1802,8,,,INDONESIA,-3.7,128.2,1.5
1802,11,7,,ALGERIA,36.5,2.9,2
1802,12,9,6.6,JAPAN,37.7,138.3,
1804,1,8,,GREECE,38.2,21.8,
1804,1,13,,SPAIN,36.833,-2.833,2
1804,6,8,6.7,GREECE,38.3,21.8,3
1804,7,10,7.3,JAPAN,39.05,139.95,1
1804,7,31,,ITALY,,,3
1805,1,8,,GREECE,,,
1805,5,8,,AUSTRALIA,-29.06,167.95,
1805,7,26,6.6,ITALY,41.5,14.467,2
1806,3,25,,USA,34.4,-119.7,
